Date,Price,Open,High,Low,Vol.,Change %
12/5/2019,65120,"65,274","65,811","64,967",482.95K,0.12%
12/6/2019,65197,"65,120","65,427","64,813",327.17K,0.12%
12/9/2019,65427,"65,197","65,811","64,813",511.34K,0.35%
12/10/2019,65581,"65,504","65,965","65,274",653.68K,0.24%
12/11/2019,65965,"66,042","66,042","65,427",529.64K,0.59%
12/12/2019,67194,"66,119","67,578","66,042",593.02K,1.86%
12/13/2019,67885,"67,654","67,962","67,194",952.92K,1.03%
12/16/2019,66042,"67,885","67,885","65,274",849.24K,-2.71%
12/17/2019,65504,"66,349","66,810","65,504",339.74K,-0.81%
12/18/2019,66579,"65,581","66,579","65,504",1.08M,1.64%
12/19/2019,67578,"66,579","67,731","66,042",1.30M,1.50%
12/20/2019,67808,"67,578","67,962","67,424",496.82K,0.34%
12/23/2019,69805,"68,269","69,881","68,269",1.20M,2.95%
12/24/2019,69114,"69,728","69,728","68,269",647.70K,-0.99%
12/25/2019,69037,"69,114","69,805","68,346",294.60K,-0.11%
12/26/2019,68653,"69,497","69,497","68,346",515.64K,-0.56%
12/27/2019,69497,"68,576","69,497","67,808",636.56K,1.23%
12/30/2019,69881,"69,497","70,803","69,114",842.34K,0.55%
12/31/2019,69267,"69,574","69,958","69,190",294.46K,-0.88%
1/2/2020,69728,"69,267","70,189","68,883",492.91K,0.67%
1/3/2020,69037,"70,265","70,496","69,037",684.10K,-0.99%
1/6/2020,67194,"68,499","68,730","67,194",1.12M,-2.67%
1/7/2020,67424,"66,810","67,501","65,581",1.29M,0.34%
1/8/2020,66810,"66,733","67,501","66,195",921.63K,-0.91%
1/9/2020,68115,"67,347","68,269","67,347",922.13K,1.95%
1/10/2020,68730,"68,115","69,421","67,501",1.95M,0.90%
1/13/2020,68653,"68,346","68,960","68,346",1.33M,-0.11%
1/14/2020,68653,"68,730","69,114","68,422",1.28M,0.00%
1/15/2020,68576,"68,806","68,806","68,192",1.88M,-0.11%
1/16/2020,68730,"68,576","69,344","68,269",1.49M,0.22%
1/17/2020,72569,"68,730","72,569","68,730",2.83M,5.59%
1/20/2020,72185,"72,569","72,800","71,801",1.06M,-0.53%
1/21/2020,72185,"72,108","72,646","71,878",956.48K,0.00%
1/22/2020,71724,"72,185","72,953","71,494",1.12M,-0.64%
1/30/2020,68269,"70,726","70,957","66,810",4.52M,-4.82%
1/31/2020,68115,"67,578","68,960","67,347",1.62M,-0.23%
2/3/2020,68115,"64,583","69,267","63,738",1.86M,0.00%
